filename,judge_folder,case_no,case_type,date,hearing_date,petitioner,respondent,advocates_petitioner,advocates_respondent,aors,judges,bench_size,judgment_author,constitutional_refs,precedents,petition_text,sections,outcome,disposition_type,word_count,char_count,year,month,case_length_days,sections_list,case_duration_days
c.p._4177_2024.pdf,Justice Muhammad Shafi Siddiqui,Civil Petition No. 4177 of 2024,Civil,2024-06-20,2025-09-04,"Ms Payoneer Inc, Through Its Authorized Officer",Federation Of Pakistan Through Secretary Revenue Division,"Mr. Jahanzeb Awan, ASC.","Mr. Imtiaz Ahmed, ASC.",Unknown,"Justice Muhammad Shafi Siddiqui
Mr. Justice Shakeel Ahmad
Civil Petition No. ; Justice Yahya Afridi; Justice
Judge
Judge
Islamabad",3.0,"Justice
Judge
Judge
Islamabad",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Yahya Afridi, CJ Mr. Justice Muhammad Shafi Siddiqui Mr. Justice Shakeel Ahmad Civil Petition No. 4177 of 2024 (Against the judgment dated 20.06.2024 of the Islamabad High Court, Islamabad passed in Writ Petition No.1670/2021) M/s Payoneer Inc., through its authorized officer. … Petitioner Versus Federation of Pakistan through Secretary, Revenue Division, M/o Finance, Govt. of Pakistan, Islamabad and others. … Respondents For the Petitioner: Mr. Jahanzeb Awan, ASC. For the Respondents: Mr. Imtiaz Ahmed, ASC. Syed Rifaqat Hussain Shah, AOR. Date of Hearing: 09.04.2025. ORDER Muhammad Shafi Siddiqui, J. This petition for leave to appeal arises out","4,114,176,177,2019",unknown,Unknown,1225.0,7753.0,2024.0,6.0,441.0,"['4', '114', '176', '177', '2019']",-441.0
c.p._473_k_2023.pdf,Justice Muhammad Shafi Siddiqui,Civil Appeal No.84 of 2017,Civil,2023-01-27,2025-03-25,M Muhammad Ferozuddin Hilali,Nadir,Unknown,Unknown,Unknown,"Justice Irfan Saadat Khan
Mr. Justice Muhammad Shafi Siddiqui
Civil Petition No.",1.0,"Justice Irfan Saadat Khan
Mr. Justice Muhammad Shafi Siddiqui
Civil Petition No.",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Irfan Saadat Khan Mr. Justice Muhammad Shafi Siddiqui Civil Petition No.473-K/2023 Against the judgment dated 27.01.2023 passed by High Court of Sindh, Karachi in IInd Appeal No.132 of 2019 M Muhammad Feroz-ud-din Hilali …Petitioner(s) Versus Nadir & others …Respondent(s) For the Petitioner(s): Ch. A. Rasheed, ASC For the Respondent(s): Mr. Muhammad Aziz Khan, ASC Mr. K.A. Wahab, AOR. Date of Hearing: 25.03.2025 O R D E R Muhammad Shafi Siddiqui, J.- A complaint under the provisions of Illegal Dispossession Act, 2005 was filed by the petitioner/applicant which was dismissed by the District Judge vide order dated 22.10.2010. After the dismissal of the said application a suit bearing No.833 of 2016","3,100",unknown,Unknown,698.0,4344.0,2023.0,1.0,788.0,"['3', '100']",-788.0
c.p._5029_2024.pdf,Justice Muhammad Shafi Siddiqui,Civil Petition No. 5029/2024 etc. 2,Civil,2024-12-09,2025-04-18,Unknown,Federation Of Pakistan Through Secretary Mo Finance,"Mr. Taimur Aslam Khan, ASC.",Not represented.,Unknown,"Justice Yahya Afridi; Justice Muhammad Shafi Siddiqui
Mr. Justice Shakeel Ahmad
Civil Petitions No. ; Justice
Judge
Judge
Islamabad",3.0,"Justice
Judge
Judge
Islamabad",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Yahya Afridi, CJ Mr. Justice Muhammad Shafi Siddiqui Mr. Justice Shakeel Ahmad Civil Petitions No. 5029 to 5032 of 2024 [Against the orders/judgments dated 12.09.2024 of the High Court of Sindh, Karachi passed in Const.P.No.D- 4002/19, Const.P.No.D-6074/21 and Const. P.Nos.774 and 2385/22] Surfactant Chemicals Company (Pvt.) Limited, Karachi. … Petitioner (in all cases) Versus Federation of Pakistan through Secretary M/o Finance, Govt. of Pakistan, Islamabad and others. … Respondents (in all cases) For the Petitioner: Mr. Taimur Aslam Khan, ASC. (In all cases) Syed Rifaqat Hussain Shah, AOR. For Respondent (FBR): Dr. Farhat Zafar, ASC.","3,6,774,3402,5029",unknown,Unknown,847.0,5289.0,2024.0,12.0,130.0,"['3', '6', '774', '3402', '5029']",-130.0
c.p._690_k_2022.pdf,Justice Muhammad Shafi Siddiqui,Civil Petition No. 690-K of 2022,Civil,2022-03-18,2025-07-05,Shahzad,The Collector Of Customs Model Collectorate Of,"Ms. Dil Kurram Shaheen, ASC.","Mr. Munawar Ali Memon, ASC.",Unknown,"Justice
Judge
Judge
Islamabad; Justice Yahya Afridi; Justice Muhammad Shafi Siddiqui
Mr. Justice Miangul Hassan Aurangzeb
Civil Petition No. ",3.0,"Justice Muhammad Shafi Siddiqui
Mr. Justice Miangul Hassan Aurangzeb
Civil Petition No.",Unknown,PLD 1974 SC 5,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Yahya Afridi, CJ Mr. Justice Muhammad Shafi Siddiqui Mr. Justice Miangul Hassan Aurangzeb Civil Petition No. 690-K of 2022 [Against the judgment dated 18.03.2022 of the High Court of Sindh, Karachi passed in Special Customs Reference Application No. 05/2016] Shahzad. … Petitioner Versus The Collector of Customs, Model Collectorate of Customs (Preventive), Karachi and another. … Respondents For the Petitioner: Ms. Dil Kurram Shaheen, ASC. For the Respondents: Mr. Munawar Ali Memon, ASC. [Via video-link from Karachi] Ch. M. Javed, Chief Customs. Mr. M. Tahir, Director Law, Customs.","2,5,157,171,180,181,196",set aside,Set Aside,1065.0,6574.0,2022.0,3.0,1205.0,"['2', '5', '157', '171', '180', '181', '196']",-1205.0
c.p._862_2024.pdf,Justice Muhammad Shafi Siddiqui,Civil Petition No. 862 of 2024,Civil,2023-11-18,2025-02-27,Unknown,Ms Khudadad Heights Islamabad,"Dr. Farhat Zafar, ASC.",Not represented.,Unknown,"Justice Muhammad Shafi Siddiqui
Civil Petition No. ; Justice Yahya Afridi; Justice
Judge
Islamabad",3.0,"Justice
Judge
Islamabad",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Yahya Afridi, CJ Mr. Justice Muhammad Shafi Siddiqui Civil Petition No. 862 of 2024 (Against the judgment dated 18.11.2023 of the Islamabad High Court, Islamabad passed in I.T.R.No.60/2015) Commissioner Inland Revenue, (Special Zone for Builders and Developers) Regional Tax Office, Islamabad. … Petitioner Versus M/s Khudadad Heights, Islamabad. … Respondent For the Petitioner: Dr. Farhat Zafar, ASC. Dr. Ishtiaq Ahmed Khan, Director-General (Law), FBR. For the Respondent: Not represented. Date of Hearing: 27.02.2025. ORDER Muhammad Shafi Siddiqui, J. The question proposed is about ‘definite","1,2,56,65,111,120,122,500",unknown,Unknown,1473.0,9272.0,2023.0,11.0,467.0,"['1', '2', '56', '65', '111', '120', '122', '500']",-467.0
c.p._930_2024.pdf,Justice Muhammad Shafi Siddiqui,Civil Petition No. 930 of 2024,Civil,2024-02-19,2025-04-22,Khalid Pervaiz Ul Haq And,Mst Minha Asif And Another,"Ch. Hafeez Ullah Yaqub, ASC.","Mr. Burhan Latif Khaisori, ASC.",Unknown,"Justice Naeem Akhter Afghan
Mr. Justice Muhammad Shafi Siddiqui
Civil Petition No. ",1.0,"Justice Naeem Akhter Afghan
Mr. Justice Muhammad Shafi Siddiqui
Civil Petition No.",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Naeem Akhter Afghan Mr. Justice Muhammad Shafi Siddiqui Civil Petition No. 930 of 2024 [Against the judgment dated 19.02.2024 of the Peshawar High Court, Peshawar passed in Writ Petition No. 5091-P/2023] Khalid Pervaiz ul Haq and another. … Petitioners Versus Mst. Minha Asif and another. … Respondents For the Petitioners: Ch. Hafeez Ullah Yaqub, ASC. Syed Rifaqat Hussain Shah, AOR. For the Respondents: Mr. Burhan Latif Khaisori, ASC. Date of Hearing: 22.04.2025. ORDER Muhammad Shafi Siddiqui, J. This petition for leave to appeal arises out of a judgment dated 19.02.2024 passed in Writ Petition No.5091-P of 2023. In the Writ Petition, the petitioners had assailed an interlocutory order dated","4,12,14,3000",unknown,Unknown,781.0,4978.0,2024.0,2.0,428.0,"['4', '12', '14', '3000']",-428.0
crl.p._149_k_2024.pdf,Justice Muhammad Shafi Siddiqui,Civil Petition No. 705-K/2022,Civil,2024-10-21,2025-03-25,Mst Madiha Bano,Senior Superintendent Of Police Complaint Cell,Unknown,Unknown,Unknown,"Justice of Peace and the High Court in Criminal Misc.
Civil Petition No. ; Justice Irfan Saadat Khan
Mr. Justice Muhammad Shafi Siddiqui
Criminal Petition No.; Justice of Peace giving details and reasons for
doing so.
Civil Petition No. ; Justice
of Peace are reproduced as under",4.0,"Justice
of Peace are reproduced as under",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Irfan Saadat Khan Mr. Justice Muhammad Shafi Siddiqui Criminal Petition No.149-K/2024 Against the order dated 21.10.2024 passed by High Court of Sindh, Karachi in Cr. Misc. Application No.206/2024. Mst. Madiha Bano …Petitioner(s) Versus Senior Superintendent of Police Complaint Cell …Respondent(s) South Karachi and others For the Petitioner(s): In person For the Respondent(s): N.R Date of Hearing: 25.03.2025 O R D E R Muhammad Shafi Siddiqui, J.- We have heard the petitioner who appeared in person. 2. The record reflects that the petitioner was a student of IBA Karachi where her admission was “terminated”, as stated, for some reasons,","3,07,18,22",unknown,Unknown,728.0,4453.0,2024.0,10.0,155.0,"['3', '07', '18', '22']",-155.0
crl.p._344_2018.pdf,Justice Muhammad Shafi Siddiqui,Criminal Petition No. 344 of 2018,Criminal,2017-11-16,2025-05-03,Mehboob,The State And,"Mr. Ahmed Ali, ASC.",Unknown,Unknown,"Justice Muhammad Hashim Khan Kakar
Mr. Justice Muhammad Shafi Siddiqui
Mr. Justice Ishtiaq Ibrahim
Criminal Petition No. ",1.0,"Justice Muhammad Hashim Khan Kakar
Mr. Justice Muhammad Shafi Siddiqui
Mr. Justice Ishtiaq Ibrahim
Criminal Petition No.",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Muhammad Hashim Khan Kakar Mr. Justice Muhammad Shafi Siddiqui Mr. Justice Ishtiaq Ibrahim Criminal Petition No. 344 of 2018 (Against the order dated 16.11.2017 of the Peshawar High Court, D.I. Khan Bench passed in Criminal Appeal No. 73-D/2016) Mehboob. … Petitioner Versus The State and others. … Respondents For the Petitioner: Mr. Ahmed Ali, ASC. Syed Rifaqat Hussain Shah, AOR. For the State: Syed Kauser Ali Shah, Additional Advocate-General, KP. For Respondents No. 2-4: Mr. Saleem Ullah Ranazai, ASC. Date of Hearing: 05.03.2025. ORDER","1,9,13,50,302,382,512",appeal dismissed,Dismissed,1505.0,9157.0,2017.0,11.0,2725.0,"['1', '9', '13', '50', '302', '382', '512']",-2725.0
C.A.401_2011.pdf,Justice Munib Akhtar,CIVIL APPEAL NO. 401 OF 2011.,Unknown,2010-02-11,2018-05-24,Muhammad Sadiq And,Muhammad Mansha And,Unknown,Unknown,Unknown,"JUSTICE MUSHIR ALAM
MR. JUSTICE FAISAL ARAB
MR. JUSTICE MUNIB AKHTAR
CIVIL APPEAL NO. ",1.0,"JUSTICE MUSHIR ALAM
MR. JUSTICE FAISAL ARAB
MR. JUSTICE MUNIB AKHTAR
CIVIL APPEAL NO.",Article 113,Unknown,"1 IN THE SUPREME COURT OF PAKISTAN (APPELLATE JURISDICTION) MR. JUSTICE MUSHIR ALAM MR. JUSTICE FAISAL ARAB MR. JUSTICE MUNIB AKHTAR CIVIL APPEAL NO. 401 OF 2011. (On appeal from judgment dated 2.11.2010 passed by the Lahore High Court, Bahawalpur Bench, Bahawalpur in C.R.No.24 of 1993.) Muhammad Sadiq and others …Appellant (s) VERSUS Muhammad Mansha and others …Respondent (s) For the Appellant (s) Syed Wusat-ul-Hassan Taqvi, ASC. Syed Rifaqat Hussain Shah, AOR. Respondents No.5,8-11, Mr.Ishtiaq Ahmad Raja, ASC. 13 & 14. Respondents No.6,7 N.R. (vi) (vii),12,15-21.","2,3,10,28,35,58,113,1895",set aside,Set Aside,2243.0,13090.0,2010.0,2.0,3024.0,"['2', '3', '10', '28', '35', '58', '113', '1895']",-3024.0
C.A._116_K_2016.pdf,Justice Munib Akhtar,CIVIL APPEAL NO. 116-K OF 2016,Unknown,2015-08-13,2018-06-14,Unknown,Unknown,Unknown,Unknown,Unknown,"justice and in the circumstances of
the case to make it time; Justice Gulzar Ahmed
Mr. Justice Maqbool Baqar
Mr. Justice Munib Akhtar
CIVIL APPEAL NO. ",2.0,"Justice Gulzar Ahmed
Mr. Justice Maqbool Baqar
Mr. Justice Munib Akhtar
CIVIL APPEAL NO.",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (APPELLATE JURISDICTION) Present: Mr. Justice Gulzar Ahmed Mr. Justice Maqbool Baqar Mr. Justice Munib Akhtar CIVIL APPEAL NO. 116-K OF 2016 (On appeal from the judgment dated 13.8.2015 passed by the High Court of Sindh at Karachi in C.P.No.D-3977 of 2014) Commissioner Inland Revenue, Karachi … Appellant vs. Pakistan Beverages Limited, Karachi … Respondents For the Appellant: Mr. Muhammad Siddiq Mirza, ASC Respondent: Ex-parte. Date of Hearing: 14.06.2018 ORDER Munib Akhtar, J.: The present appeal raises issues as regards the proper","40,45",unknown,Unknown,1943.0,11544.0,2015.0,8.0,1036.0,"['40', '45']",-1036.0
C.A._1262_2018.pdf,Justice Munib Akhtar,Unknown,Unknown,2018-10-08,2018-11-13,Unknown,Unknown,Unknown,Unknown,Unknown,"JUSTICE UMAR ATA BANDIAL
MR. JUSTICE MUNIB AKHTAR
MR. JUSTICE YAHYA AFRIDI
Civil Appeals Nos. ",1.0,"JUSTICE UMAR ATA BANDIAL
MR. JUSTICE MUNIB AKHTAR
MR. JUSTICE YAHYA AFRIDI
Civil Appeals Nos.",Unknown,PLD 1998 SC 64,"IN THE SUPREME COURT OF PAKISTAN (APPELLATE JURISDICTION) PRESENT MR. JUSTICE UMAR ATA BANDIAL MR. JUSTICE MUNIB AKHTAR MR. JUSTICE YAHYA AFRIDI Civil Appeals Nos. 1262 of 2018 and 507 of 2017 (On appeal from the order dated 10.8.2018 & 25.3.2013 passed by the Islamabad High Court, Islamabad in W.P.No.2372 of 2018 and Lahore High Court, Lahore in W.P.31925 of 2012.) H.M. Extraction Ghee & Oil Industries (Pvt) Ltd. (C.A.1262/18) Commissioner of Inland Revenue (RTO- VII), Lahore. (C.A.507/17) …Appellant(s) vs Federal Board of Revenue (CA 1262/18) Nishat Dairy (Pvt) Ltd. (C.A.507/17)","1,8,10,13,53,65,100,148,159,1262,2013",set aside,Set Aside,5974.0,34667.0,2018.0,10.0,36.0,"['1', '8', '10', '13', '53', '65', '100', '148', '159', '1262', '2013']",-36.0
C.A._308_2008.pdf,Justice Munib Akhtar,Unknown,Unknown,2007-04-19,2018-10-17,Unknown,Unknown,Unknown,Unknown,Unknown,"Justice Umar Ata Bandial
Mr. Justice Munib Akhtar
Mr. Justice Yahya Afridi
Civil Appeals No.",1.0,"Justice Umar Ata Bandial
Mr. Justice Munib Akhtar
Mr. Justice Yahya Afridi
Civil Appeals No.",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (APPELLATE JURISDICTION) Present Mr. Justice Umar Ata Bandial Mr. Justice Munib Akhtar Mr. Justice Yahya Afridi Civil Appeals No.308 to 326, 572 of 2008 and C.Ps.No. 1681 to 1683 of 2012 (On appeal from the orders dated 19.4.2007 & 5.6.2008 & 18.9.2017 passed by the High Court of Sindh, Karachi in ITRs No.228/88, 453, 472 & 534/90, 04 & 46/96, 241 & 398/97, ITAs No.248 to 253/99, ITCs No.280, 281 & 282/2003, 496 & 487 of 2004, C.P.655 of 2008, ITR No.181-182 of 2017) C.A.No.308 to 326 of 2008 : Oxford University Press vs. Commissioner of Income Tax, Companies Zone-1, Karachi. C.A.No.572 of 2008 : Oxford University Press vs. Federation of Pakistan and others C.Ps.No.1681 to 1683/2012 : Oxford University Press vs. Federation of Pakistan and others C.P.No.4927 of 2017 : Oxford University Press vs. The Commissioner Inland Revenue, Zone, II, Large Taxpayers Unit, Karachi","5,6,7,9,10,18",set aside,Set Aside,4657.0,27958.0,2007.0,4.0,4199.0,"['5', '6', '7', '9', '10', '18']",-4199.0
C.A._441_2010.pdf,Justice Munib Akhtar,Unknown,Unknown,2010-09-03,2019-08-01,Unknown,Unknown,Unknown,Unknown,Unknown,"JUSTICE UMAR ATA BANDIAL
MR. JUSTICE MUNIB AKHTAR
MR. JUSTICE YAHYA AFRIDI
Civil Appeals No. ",1.0,"JUSTICE UMAR ATA BANDIAL
MR. JUSTICE MUNIB AKHTAR
MR. JUSTICE YAHYA AFRIDI
Civil Appeals No.",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (APPELLATE JURISDICTION) Present MR. JUSTICE UMAR ATA BANDIAL MR. JUSTICE MUNIB AKHTAR MR. JUSTICE YAHYA AFRIDI Civil Appeals No. 441-442 of 2010 (On appeal from the order dated 9.3.2010 passed by the High Court of Sindh, Karachi in ITA Nos. 533 & 534 of 2000) The Deputy Commissioner of Income … Appellant (s) Tax, Circle C-4, Karachi (in both cases) vs M/s National Bank of Pakistan, …Respondent (s) Karachi (in both cases) For the Appellant (s) : Dr. Farhat Zafar, ASC Mr. Abdul Hameed Anjum, Secy (Law)","17,32,34,65,441,533,1107,1673,1991,2004",unknown,Unknown,4125.0,24693.0,2010.0,9.0,3254.0,"['17', '32', '34', '65', '441', '533', '1107', '1673', '1991', '2004']",-3254.0
C.A._457_2010.pdf,Justice Munib Akhtar,Unknown,Unknown,2010-09-03,2018-07-12,Unknown,Unknown,Unknown,Unknown,Unknown,"JUSTICE UMAR ATA BANDIAL
MR. JUSTICE SAJJAD ALI SHAH
MR. JUSTICE MUNIB AKHTAR
Civil Appeals No.",1.0,"JUSTICE UMAR ATA BANDIAL
MR. JUSTICE SAJJAD ALI SHAH
MR. JUSTICE MUNIB AKHTAR
Civil Appeals No.",Unknown,PLD 1997 SC 700,"IN THE SUPREME COURT OF PAKISTAN (APPELLATE JURISDICTION) PRESENT MR. JUSTICE UMAR ATA BANDIAL MR. JUSTICE SAJJAD ALI SHAH MR. JUSTICE MUNIB AKHTAR Civil Appeals No.457 & 458 of 2010 (On appeal from the order dated 9.3.2010 passed by the High Court of Sindh, Karachi in ITC Nos.200 & 201 of 2003 ) Dewan Khalid Textile Mills Ltd. (in both cases) … Appellant (s) Vs Commissioner of Income Tax (Legal Division,) Large Taxpayers Unit, Karachi. (in both cases) …Respondent (s) For the Appellant (s) : Mr. Salman Pasha, ASC. (in both cases) Mr. K.A. Wahab, AOR (Absent). For the Respondent (s) : Dr. Farhat Zafar, ASC. Raja Abdul Ghafoor, AOR. Mr. Abdul Hameed, Secretary Legal, FBR.","2,50,65,80,200,2004,2017",set aside,Set Aside,2271.0,13773.0,2010.0,9.0,2869.0,"['2', '50', '65', '80', '200', '2004', '2017']",-2869.0
C.A._545_K_2010.pdf,Justice Munib Akhtar,Civil Appeal No. 545-K of 2010,Civil,2009-07-04,2019-09-01,Unknown,Unknown,Unknown,Unknown,Unknown,"JUSTICE UMAR ATA BANDIAL
MR. JUSTICE MUNIB AKHTAR
MR. JUSTICE YAHYA AFRIDI
Civil Appeal No. ",1.0,"JUSTICE UMAR ATA BANDIAL
MR. JUSTICE MUNIB AKHTAR
MR. JUSTICE YAHYA AFRIDI
Civil Appeal No.",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (APPELLATE JURISDICTION) Present MR. JUSTICE UMAR ATA BANDIAL MR. JUSTICE MUNIB AKHTAR MR. JUSTICE YAHYA AFRIDI Civil Appeal No. 545-K of 2010 (On appeal from the order dated 7.4.2009 passed by the Peshawar High Court, Peshawar in TR No;43 of 2008) The Commissioner of Income Tax Peshawar …Appellant (s) vs Director General, NWFP Employees Social Security Institution, Peshawar and another …Respondent (s) For the Appellant (s) : Mr. Rehmanullah, ASC. Mr. Farhat Nawaz Lodhi, ASC. Syed Rifaqat Shah, AOR. For the Respondent (s) : Malik Akhtar Hussain, Awan, ASC. On Court notice Mr. Waqar Ahmad, Addl. A.G. KPK.","2,20,23,28",set aside,Set Aside,2299.0,13950.0,2009.0,7.0,3711.0,"['2', '20', '23', '28']",-3711.0
C.A._725_2008.pdf,Justice Munib Akhtar,Civil Appeal No. 725 of 2008,Civil,2006-09-26,2019-01-31,"Ltd II Chundrigar Road, Karachi",The Collector Of Customs Sales Tax,Unknown,": Dr. Farhat Zafar, ASC.",Unknown,"Justice Umar Ata Bandial
Mr. Justice Munib Akhtar
Mr. Justice Yahya Afridi
Civil Appeal No. ",1.0,"Justice Umar Ata Bandial
Mr. Justice Munib Akhtar
Mr. Justice Yahya Afridi
Civil Appeal No.",Article 145; Article 149,Unknown,"IN THE SUPREME COURT OF PAKISTAN (APPELLATE JURISDICTION) Present Mr. Justice Umar Ata Bandial Mr. Justice Munib Akhtar Mr. Justice Yahya Afridi Civil Appeal No. 725 of 2008 (On appeal from the order dated 26.09.2006 passed by the High Court of Sindh,Karachi in S.C.A.No.202 of 2003.) M/s Adamjee Insurance Company Ltd. I.I. Chundrigar Road, Karachi. …Appellant (s) versus The Collector of Customs, Sales Tax and Central Excise (adjudication) Karachi-III, Karachi. …Respondent (s) For the appellant: : Syed Naveed Amjad Abdrabi, ASC. For the respondent: : Dr. Farhat Zafar, ASC. Raja Abdul Ghafoor, AOR. Mr. Abdul Hameed Anjum, Secy.","2,3,7,9,10,11,14,29,36,46,96,145,149,1990",unknown,Unknown,3756.0,21561.0,2006.0,9.0,4510.0,"['2', '3', '7', '9', '10', '11', '14', '29', '36', '46', '96', '145', '149', '1990']",-4510.0
C.A._85_K_2015.pdf,Justice Munib Akhtar,Unknown,Unknown,2015-01-14,2018-06-20,Unknown,Unknown,Unknown,Unknown,Unknown,"JUSTICE SAJJAD ALI SHAH
MR. JUSTICE MUNIB AKHTAR
CIVIL APPEALs NOs. ; JUSTICE
JUDGE
JUDGE
Karachi; JUSTICE MIAN SAQIB NISAR",3.0,JUSTICE MIAN SAQIB NISAR,Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (APPELLATE JURISDICTION) PRESENT: MR. JUSTICE MIAN SAQIB NISAR, HCJ MR. JUSTICE SAJJAD ALI SHAH MR. JUSTICE MUNIB AKHTAR CIVIL APPEALs NOs. 85-K TO 99-K OF 2015 AND CIVIL APPEALs NOs.1783 & 1784 OF 2016 (On appeal from the orders dated 14.1.2015 and 16.1.2015 passed by the High Court of Sindh, Karachi in C.P.No.D-1492/2012, C.Ps.No.D-2402 to 2403/2012, C.Ps.No.D.2494 to 2505 of 2012 and C.Ps. No.D-298 & D-299 of 2013) M/s J & S Enterprises Pvt. Ltd. vs. C.A.85-K of 2015 Gulzar Ahmed and others M/s J & S Enterprises Pvt. Ltd. vs. C.A.86-K of 2015 Khalid Ahmed Sheikh and others M/s J & S Enterprises Pvt. Ltd. vs. C.A.87-K of 2015 Qazi Azam Mehdi and others M/s J & S Enterprises Pvt. Ltd. vs. C.A.88-K of 2015 Azizuddin and others","2,4,6,17,18,25,85,1783,2001",set aside,Set Aside,3273.0,20017.0,2015.0,1.0,1253.0,"['2', '4', '6', '17', '18', '25', '85', '1783', '2001']",-1253.0
C.A._94_2012.pdf,Justice Munib Akhtar,Civil Appeal No.243 of 2013,Civil,2011-09-29,2019-11-02,Unknown,Unknown,Unknown,": Dr. Farhat Zafar, ASC",Unknown,"Justice Umar Ata Bandial
Mr. Justice Munib Akhtar
Mr. Justice Yahya Afridi
Civil Appeals No. ",1.0,"Justice Umar Ata Bandial
Mr. Justice Munib Akhtar
Mr. Justice Yahya Afridi
Civil Appeals No.",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (APPELLATE JURISDICTION) Present Mr. Justice Umar Ata Bandial Mr. Justice Munib Akhtar Mr. Justice Yahya Afridi Civil Appeals No. 94 of 2012 and 243 of 2013 (On appeal from the order dated 29.9.2011 passed by the Peshawar High Court, Peshawar in W.P.No.412 of 2001 and T.R.No.2 of 2006) Pakistan Match Industries (Pvt) Ltd. (C.A.94/12) Naeem Match Industries (Pvt) Ltd (formerly Usman Match Industries (Pvt) Ltd.) (C.A.243/13) …Appellants vs The Assistant Collector, Sales Tax and Central Excise Mardan and others (in C.A.94/12)",13,unknown,Unknown,3535.0,20848.0,2011.0,9.0,2956.0,['13'],-2956.0
C.P._2790_2018.pdf,Justice Munib Akhtar,Unknown,Unknown,2018-06-06,2018-07-19,Unknown,Unknown,Unknown,Unknown,# Mr Azam Nazir Tarar,"Justice Sh. Azmat Saeed
Mr. Justice Ijaz ul Ahsan
Mr. Justice Munib Akhtar
CIVIL PETITIONS NO.",1.0,"Justice Sh. Azmat Saeed
Mr. Justice Ijaz ul Ahsan
Mr. Justice Munib Akhtar
CIVIL PETITIONS NO.",Article 62,Unknown,"IN THE SUPREME COURT OF PAKISTAN (APPELLATE JURISDICTION) Present: Mr. Justice Sh. Azmat Saeed Mr. Justice Ijaz ul Ahsan Mr. Justice Munib Akhtar CIVIL PETITIONS NO.2790 OF 2018 (On appeal from the judgment dated 6.6.2018 passed by the Lahore High Court, Lahore in W.P.No.224129/18) Hamza Rasheed Khan …Petitioner (s) Vs. Election Appellate Tribunal, Lahore …Respondent (s) High Court, Lahore and others. For the Petitioner (s) : Mr. Kamran Murtaza, Sr. ASC Mr. Munawar Iqbal Duggal, ASC. Syed Rifaqat Hussain Shah, AOR For Respondent # 3 : Mr. Azam Nazir Tarar, ASC Mr. Muhammad Omer Riaz, ASC Date of hearing : 19.07.2018.","2,62",unknown,Unknown,310.0,1961.0,2018.0,6.0,43.0,"['2', '62']",-43.0
C.P._2853_2018.pdf,Justice Munib Akhtar,CIVIL PETITION NO.2853 OF 2018,Unknown,2018-05-07,2018-07-19,Unknown,Unknown,Unknown,Unknown,NR,"Justice Sh. Azmat Saeed
Mr. Justice Ijaz ul Ahsan
Mr. Justice Munib Akhtar
CIVIL PETITION NO.",1.0,"Justice Sh. Azmat Saeed
Mr. Justice Ijaz ul Ahsan
Mr. Justice Munib Akhtar
CIVIL PETITION NO.",Article 62,Unknown,"IN THE SUPREME COURT OF PAKISTAN (APPELLATE JURISDICTION) Present: Mr. Justice Sh. Azmat Saeed Mr. Justice Ijaz ul Ahsan Mr. Justice Munib Akhtar CIVIL PETITION NO.2853 OF 2018 (On appeal from the judgment dated 5.7.2018 passed by the Lahore High Court, Lahore in W.P.No.223699/18) Sardar Confcius Imam Qasrani …Petitioner (s) Vs. Sardar Mir Badshah Khan Qaisrani …Respondent (s) & another For the Petitioner (s) : Mr. M. Raheel Kamran Sheikh, , ASC Mr. Azhar Nawaz Chaudhry, AOR For Respondents : N.R. Date of hearing : 19.07.2018. ORDER As per the report, the private respondent has",62,unknown,Unknown,311.0,1914.0,2018.0,5.0,73.0,['62'],-73.0
